ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,gaji_min,gaji_max,jumlah_ms,rasio_formasi_ms,persen_kelulusan
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS KEARSIPAN DAN PERPUSTAKAAN PROVINSI NTT | BIDANG PEMBINAAN DAN PENGAWASAN KEARSIPAN,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS KEARSIPAN DAN PERPUSTAKAAN PROVINSI NTT | BIDANG LAYANAN DAN PEMBINAAN PERPUSTAKAAN,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN MANGGARAI BARAT DI LABUAN BAJO | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN MANGGARAI BARAT DI LABUAN BAJO,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN MANGGARAI TIMUR DI BORONG | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN MANGGARAI TIMUR DI BORONG,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN MALAKA DI BETUN | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN MALAKA DI BETUN,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PETERNAKAN PROVINSI NTT | SEKRETARIAT DINAS PETERNAKAN PROVINSI NTT,5,2785700,4575200,3,1:1,166.6666666666667
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | DINAS ENERGI DAN SUMBER DAYA MINERAL PROVINSI NTT | CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH KABUPATEN TIMOR TENGAH SELATAN, TIMOR TENGAH UTARA, BELU DAN MALAKA DI KEFAMENANU",1,2785700,4575200,0,,0.0
Pemerintah Provinsi Nusa Tenggara Barat,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,"PEMERINTAH PROVINSI NUSA TENGGARA BARAT | DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK",1,3000000,6000000,28,1:28,3.571428571428571
Pemerintah Provinsi Nusa Tenggara Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI NUSA TENGGARA BARAT | DINAS KESEHATAN | RUMAH SAKIT MATA NUSA TENGGARA BARAT,1,3000000,6000000,37,1:37,2.702702702702703
Pemerintah Provinsi Nusa Tenggara Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI NUSA TENGGARA BARAT | BADAN PERENCANAAN PEMBANGUNAN DAERAH,1,3000000,6000000,26,1:26,3.846153846153846
Pemerintah Provinsi Nusa Tenggara Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI NUSA TENGGARA BARAT | BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH,1,3000000,6000000,37,1:37,2.702702702702703
Pemerintah Provinsi Nusa Tenggara Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI NUSA TENGGARA BARAT | DINAS PERPUSTAKAAN DAN KEARSIPAN,1,3000000,6000000,75,1:75,1.333333333333333
Pemerintah Provinsi Nusa Tenggara Barat,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI NUSA TENGGARA BARAT | BADAN KEPEGAWAIAN DAERAH,1,2500000,6000000,2,1:2,50.0
Pemerintah Provinsi Nusa Tenggara Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI NUSA TENGGARA BARAT | BADAN PENGELOLAAN PENDAPATAN DAERAH,1,3000000,6000000,30,1:30,3.333333333333333
Pemerintah Provinsi Nusa Tenggara Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI NUSA TENGGARA BARAT | DINAS KESEHATAN | RUMAH SAKIT MANDALIKA PROVINSI NUSA TENGGARA BARAT,1,3000000,6000000,23,1:23,4.347826086956522
Pemerintah Provinsi Nusa Tenggara Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI NUSA TENGGARA BARAT | RUMAH SAKIT JIWA MUTIARA SUKMA,1,3000000,6000000,55,1:55,1.818181818181818
Pemerintah Provinsi Nusa Tenggara Barat,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI NUSA TENGGARA BARAT | DINAS PENDIDIKAN DAN KEBUDAYAAN,1,3000000,6000000,2,1:2,50.0
Pemerintah Provinsi Nusa Tenggara Barat,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI NUSA TENGGARA BARAT | DINAS PERTANIAN DAN PERKEBUNAN,1,3000000,6000000,0,,0.0
Pemerintah Provinsi Papua Barat Daya,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA BARAT DAYA | DINAS KEBAKARAN DAN PENYELAMATAN, PENANGGULANGAN BENCANA  DAN SATUAN POLISI PAMONG PRAJA | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN",1,3483500,4483500,2,1:2,50.0
Pemerintah Provinsi Papua Pegunungan,CPNS,ORANG ASLI PAPUA (OAP),MANGGALA INFORMATIKA AHLI PERTAMA,"Pemerintah Provinsi Papua Pegunungan | DINAS KOMUNIKASI, INFORMATIKA, PERSANDIAN DAN STATISTIK",6,2785700,7500000,30,1:5,20.0
Pemerintah Provinsi Papua Pegunungan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi Papua Pegunungan | Sekretariat Daerah | ASISTEN ADMINISTRASI UMUM (ASISTEN III) | BIRO ORGANISASI,1,2700000,7800000,2,1:2,50.0
Pemerintah Provinsi Papua Pegunungan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi Papua Pegunungan | DINAS KEBAKARAN DAN PENYELAMATAN PENANGGULANGAN BENCANA DAN SATUAN POLISI PAMONG PRAJA,4,2785700,8500000,16,1:4,25.0
Pemerintah Provinsi Papua Pegunungan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi Papua Pegunungan | Sekretariat Daerah | ASISTEN ADMINISTRASI UMUM (ASISTEN III) | Biro Umum,2,2700000,7800000,3,1:2,66.66666666666666
Pemerintah Provinsi Papua Pegunungan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi Papua Pegunungan | DINAS TENAGA KERJA, TRANSMIGRASI, ENERGI DAN SUMBER DAYA MINERAL",5,2785700,8500000,30,1:6,16.66666666666666
Pemerintah Provinsi Papua Pegunungan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi Papua Pegunungan | Sekretariat Daerah | ASISTEN ADMINISTRASI UMUM (ASISTEN III) | BIRO ORGANISASI,1,2700000,7800000,0,,0.0
Pemerintah Provinsi Papua Pegunungan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi Papua Pegunungan | DINAS KEBAKARAN DAN PENYELAMATAN PENANGGULANGAN BENCANA DAN SATUAN POLISI PAMONG PRAJA,1,2785700,8500000,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN PENGELOLAAN PENDAPATAN, KEUANGAN DAN ASET DAERAH | BIDANG PEMUNGUTAN PAJAK DAERAH | SUB BIDANG PENDATAAN DAN PELAYANAN",2,2785700,4575200,21,1:10,9.523809523809524
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | SEKRETARIAT PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | SUB BAGIAN PERENCANAAN,2,2785700,4575200,2,1:1,100.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN PENGELOLAAN PENDAPATAN, KEUANGAN DAN ASET DAERAH | BIDANG PERENCANAAN DAN EVALUASI PENDAPATAN DAERAH | SUB BIDANG PERENCANAAN DAN PENGEMBANGAN",2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG APLIKASI INFORMATIKA | SEKSI PENGEMBANGAN APLIKASI,2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | SEKRETARIAT MAJELIS RAKYAT PAPUA SELATAN | BAGIAN KEUANGAN | SUB BAGIAN ANGGARAN,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | SEKRETARIAT MAJELIS RAKYAT PAPUA SELATAN | BAGIAN PERLINDUNGAN HAK MASYARAKAT ADAT | SUB BAGIAN  PELAPORAN DAN TINDAK LANJUT PENGADUAN MASYARAKAT,2,2785700,4575200,2,1:1,100.0
Pemerintah Provinsi Papua Selatan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | ASISTEN BIDANG PEREKONOMIAN DAN PEMBANGUNAN | BIRO PENGADAAN BARANG DAN JASA | BAGIAN PENGELOLAAN LAYANAN PENGADAAN SECARA ELEKTRONIK | SUB BAGIAN PENGELOLAAN SISTEM PENGADAAN SECARA ELEKTRONIK,2,2785700,4575200,21,1:10,9.523809523809524
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG PERSANDIAN DAN STATISTIK | SEKSI TATA KELOLA PERSANDIAN DAN KEAMANAN INFORMASI,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS TENAGA KERJA, TRANSMIGRASI, ENERGI DAN SUMBER DAYA MINERAL | BIDANG TENAGA KERJA | SEKSI HUBUNGAN INDUSTRIAL DAN PENGAWASAN KETENAGAKERJAAN",2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL DAN PEMBERDAYAAN MASYARAKAT DAN KAMPUNG | SEKRETARIAT DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL DAN PEMBERDAYAAN MASYARAKAT DAN KAMPUNG | SUB BAGIAN PROGRAM,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK | SEKRETARIAT DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK | SUB BAGIAN BAGIAN PENYUSUNAN PROGRAM DAN ANGGARAN",2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN KESATUAN BANGSA DAN POLITIK | SEKRETARIAT BADAN KESATUAN BANGSA DAN POLITIK | SUB BAG UMUM DAN KEPEGAWAIAN,2,2785700,4575200,22,1:11,9.090909090909092
Pemerintah Provinsi Papua Selatan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN PENGELOLAAN PENDAPATAN, KEUANGAN DAN ASET DAERAH | BIDANG PERENCANAAN ANGGARAN DAERAH | SUB BIDANG PERENCANAAN ANGGARAN I",2,2785700,4575200,15,1:8,13.33333333333333
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS KEPEMUDAAN, OLAHRAGA, PARIWISATA DAN EKONOMI KREATIF | SEKRETARIS DINAS KEPEMUDAAN, OLAHRAGA, DAN PARIWISATA | SUB BAGIAN PERENCANAAN DAN KEUANGAN",2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | SEKRETARIAT DEWAN PERWAKILAN RAKYAT | BAGIAN FASILITASI PENGANGGARAN DAN PENGAWASAN | SUB BAGIAN FASILITASI PENGAWASAN,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN KESATUAN BANGSA DAN POLITIK | BIDANG KESATUAN BANGSA | SUB BIDANG KEWASPADAAN DINI DAN PENANGANAN KONFLIK,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN KESATUAN BANGSA DAN POLITIK | BIDANG POLITIK DALAM NEGERI DAN ORGANISASI KEMASYARAKATAN | SUB BIDANG POLITIK DALAM NEGERI,2,2785700,4575200,17,1:8,11.76470588235294
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN PERENCANAAN PEMBANGUNAN, RISET DAN INOVASI DAERAH | SEKRETARIS BADAN PERENCANAAN PEMBANGUNAN, RISET DAN INOVASI DAERAH | SUB BAGIAN PROGRAM",2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | SEKRETARIAT MAJELIS RAKYAT PAPUA SELATAN | BAGIAN ADMINISTRASI PELAYANAN MAJELIS DAN PERSIDANGAN | SUB BAGIAN PERSIDANGAN,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS PERHUBUNGAN | BIDANG LALU LINTAS DAN ANGKUTAN JALAN | SEKSI ANGKUTAN DAN TERMINAL,2,2785700,4575200,29,1:14,6.896551724137931
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | ASISTEN BIDANG UMUM | BIRO ORGANISASI | BAGIAN REFORMASI BIROKRASI DAN AKUNTABILITAS KINERJA | SUB BAGIAN AKUNTABILITAS KINERJA,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | ASISTEN BIDANG UMUM | BIRO ORGANISASI | BAGIAN KELEMBAGAAN DAN ANALISIS JABATAN | SUB BAGIAN ANALISIS JABATAN,2,2785700,4575200,6,1:3,33.33333333333333
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN PENGELOLAAN PENDAPATAN, KEUANGAN DAN ASET DAERAH | BIDANG PENGELOLAAN BARANG MILIK DAERAH | SUB BIDANG PEMANFAATAN, PENILAIAN, PEMBINAAN, PENGAWASAN DAN PENGENDALIAN, PENGAMANAN DAN PEMELIHARAAN BARANG MILIK DAERAH",2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN KOMPETENSI SUMBER DAYA MANUSIA | SUB BIDANG PENGEMBANGAN KOMPETENSI DASAR DAN MANAJERIAL,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS PENDIDIKAN DAN KEBUDAYAAN | BIDANG KEBUDAYAAN | SEKSI TENAGA DAN LEMBAGA KEBUDAYAAN,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | SEKRETARIAT DEWAN PERWAKILAN RAKYAT | BAGIAN UMUM DAN KEUANGAN | SUB BAGIAN PROGRAM DAN KEUANGAN,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | SEKRETARIAT MAJELIS RAKYAT PAPUA SELATAN | BAGIAN KEUANGAN | SUB BAGIAN PEMBAYARAN, PEMBUKUAN DAN VERIFIKASI",2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi Papua Selatan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | SEKRETARIS BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | SUB BAGIAN PROGRAM,2,2785700,4575200,7,1:4,28.57142857142857
Pemerintah Provinsi Papua Selatan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | ASISTEN BIDANG UMUM | BIRO ORGANISASI | BAGIAN TATALAKSANA | SUB BAGIAN TATA USAHA,2,2785700,4575200,13,1:6,15.38461538461539
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG MUTASI DAN PROMOSI | SUB BIDANG PERPINDAHAN DAN PENSIUN,2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi Papua Selatan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS PENDIDIKAN DAN KEBUDAYAAN | SEKRETARIAT DINAS PENDIDIKAN DAN KEBUDAYAAN | SUB BAGIAN PERENCANAAN, KEUANGAN DAN BMD",2,2785700,4575200,15,1:8,13.33333333333333
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS KOPERASI, USAHA KECIL DAN MENENGAH, PERINDUSTRIAN DAN PERDAGANGAN | SEKRETARIS DINAS KOPERASI, USAHA KECIL MENENGAH, PERINDUSTRIAN DAN PERDAGANGAN | SUB BAGIAN PERENCANAAN DAN KEUANGAN",2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS PENDIDIKAN DAN KEBUDAYAAN | BIDANG PENGELOLAAN DATA DAN FASILITASI PENDIDIKAN | SEKSI DATA DAN INFORMASI,2,2785700,4575200,2,1:1,100.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | ASISTEN BIDANG PEREKONOMIAN DAN PEMBANGUNAN | BIRO PENGADAAN BARANG DAN JASA | BAGIAN PEMBINAAN DAN ADVOKASI PENGADAAN BARANG DAN JASA | SUB BAGIAN PEMBINAAN KELEMBAGAAN PENGADAAN BARANG DAN JASA,2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL DAN PEMBERDAYAAN MASYARAKAT DAN KAMPUNG | BIDANG PEMBERDAYAAN USAHA EKONOMI MASYARAKAT | SEKSI PEMASARAN PRODUK UNGGULAN KAMPUNG/ KAMPUNG ADAT,2,2785700,4575200,2,1:1,100.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN KESATUAN BANGSA DAN POLITIK | BIDANG KESATUAN BANGSA | SUB BIDANG IDEOLOGI, WAWASAN KEBANGSAAN DAN KETAHANAN EKONOMI, SOSIAL,  BUDAYA, AGAMA",2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | SEKRETARIS DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | SUB BAGIAN UMUM,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS PENDIDIKAN DAN KEBUDAYAAN | BIDANG PENDIDIKAN KHUSUS DAN PENDIDIKAN AKADEMI KOMUNITAS | SEKSI PENDIDIK DAN TENAGA KEPENDIDIKAN,2,2785700,4575200,2,1:1,100.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN KESATUAN BANGSA DAN POLITIK | SEKRETARIAT BADAN KESATUAN BANGSA DAN POLITIK | SUB BAG PROGRAM ANGGARAN DAN KEUANGAN,2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK | BIDANG PEMBERDAYAAN SOSIAL DAN PENANGANAN FAKIR MISKIN | SEKSI KELEMBAGAAN, KEPAHLAWANAN DAN RESTORASI SOSIAL",2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | BADAN PENGELOLAAN PENDAPATAN, KEUANGAN DAN ASET DAERAH | BIDANG PERBENDAHARAAN, AKUNTANSI DAN PELAPORAN | SUB BIDANG PERBENDAHARAAN",2,2785700,4575200,0,,0.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | DINAS KEPEMUDAAN, OLAHRAGA, PARIWISATA DAN EKONOMI KREATIF | BIDANG KEOLAHRAGAAN | SEKSI PEMBUDAYAAN OLAHRAGA",2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi Papua Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH PROVINSI PAPUA SELATAN | SEKRETARIAT DAERAH | SEKRETARIAT DEWAN PERWAKILAN RAKYAT | BAGIAN PERSIDANGAN DAN PERUNDANG-UNDANGAN | SUB BAGIAN PERSIDANGAN, RISALAH DAN PUBLIKASI",2,2785700,4575200,1,1:0,200.0
