ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,gaji_min,gaji_max,jumlah_ms,rasio_formasi_ms,persen_kelulusan
Pemerintah Kab. Seluma,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SELUMA | BADAN KEUANGAN DAERAH | BIDANG ANGGARAN | SUB BIDANG PERENCANAAN ANGGARAN,3,3200000,5000000,6,1:2,50.0
Pemerintah Kab. Seluma,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SELUMA | BADAN KEUANGAN DAERAH | BIDANG ANGGARAN | SUB BIDANG PENGENDALIAN ANGGARAN,2,3200000,5000000,0,,0.0
Pemerintah Kab. Semarang,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SEMARANG | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG APLIKASI DAN INFORMATIKA,1,2785700,2785700,2,1:2,50.0
Pemerintah Kab. Semarang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SEMARANG | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG APLIKASI DAN INFORMATIKA,2,2785700,2785700,166,1:83,1.204819277108434
Pemerintah Kab. Seram Bagian Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN SERAM BAGIAN TIMUR | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK | Bidang Pemberdayaan Masyarakat | Seksi Pemberdayaan Dan Kesejahteraan Keluarga",1,2500000,4500000,10,1:10,10.0
Pemerintah Kab. Seram Bagian Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SERAM BAGIAN TIMUR | BADAN KEUANGAN DAN ASET DAERAH | Bidang Anggaran | Seksi Penyusunan Anggaran,1,2500000,4000000,10,1:10,10.0
Pemerintah Kab. Siak,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Siak | Dinas Komunikasi Dan Informatika | Bidang Teknologi Informasi Komunikasi Dan Persandian,2,2228560,4528560,72,1:36,2.777777777777778
Pemerintah Kab. Sidenreng Rappang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Sidenreng Rappang | Dinas Pendidikan dan Kebudayaan | Sekretariat,2,3043200,3650400,82,1:41,2.439024390243902
Pemerintah Kab. Sigi,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SIGI | SEKRETARIAT DAERAH | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | SEKRETARIAT,1,3000000,4000000,0,,0.0
Pemerintah Kab. Sigi,CPNS,PUTRA/PUTRI DAERAH TERTINGGAL,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SIGI | SEKRETARIAT DAERAH | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | SEKRETARIAT,1,3000000,4000000,3,1:3,33.33333333333333
Pemerintah Kab. Sigi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN SIGI | SEKRETARIAT DAERAH | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA DAERAH | BIDANG PENGEMBANGAN KARIR, PENILAIAN KINERJA APARATUR, MUTASI DAN PENGHARGAAN",3,3203600,5261500,1,1:0,300.0
Pemerintah Kab. Sigi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN SIGI | SEKRETARIAT DAERAH | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA DAERAH | BIDANG PENGADAAN, PEMBERHENTIAN DAN INFORMASI KEPEGAWAIAN",1,3000000,4000000,0,,0.0
Pemerintah Kab. Sigi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SIGI | SEKRETARIAT DAERAH | DINAS KETENAGAKERJAAN DAN TRANSMIGRASI | SEKRETARIAT,1,3000000,4000000,0,,0.0
Pemerintah Kab. Sigi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SIGI | SEKRETARIAT DAERAH | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,1,3000000,4000000,1,1:1,100.0
Pemerintah Kab. Sigi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SIGI | SEKRETARIAT DAERAH | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | SEKRETARIAT,3,3000000,4000000,36,1:12,8.333333333333332
Pemerintah Kab. Sijunjung,CPNS,PENYANDANG DISABILITAS,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN SIJUNJUNG | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG PENGELOLAAN INFORMASI DAN KOMUNIKASI PUBLIK,1,1500000,3000000,0,,0.0
Pemerintah Kab. Sijunjung,CPNS,UMUM,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN SIJUNJUNG | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG PENGELOLAAN INFORMASI DAN KOMUNIKASI PUBLIK,3,1500000,3000000,38,1:13,7.894736842105263
Pemerintah Kab. Sijunjung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SIJUNJUNG | BADAN KEUANGAN DAN ASET DAERAH | SEKRETARIAT BADAN KEUANGAN DAN ASET DAERAH,2,1500000,3000000,0,,0.0
Pemerintah Kab. Sijunjung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SIJUNJUNG | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,3,1500000,3000000,9,1:3,33.33333333333333
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN MAKASSAR,1,2785700,6104700,1,1:1,100.0
Kementerian Agama,CPNS,PUTRA/PUTRI KALIMANTAN,PRANATA KOMPUTER AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT BUDDHA,7,2785700,6104700,1,1:0,700.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAMBI,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,IAIN SORONG,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI NUSA TENGGARA TIMUR,2,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SUMATERA UTARA,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,IAKN PALANGKARAYA,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,UIN DATOKARAMA PALU,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,UIN K.H. ABDURRAHMAN WAHID PEKALONGAN,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,UIN SULTHAN THAHA SAIFUDDIN JAMBI,1,2785700,6104700,0,,0.0
Pemerintah Kab. Simeulue,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN SIMEULUE | DINAS KOMUNIKASI, INFORMATIKA DAN PERSANDIAN KABUPATEN SIMEULUE | KELOMPOK JABATAN FUNGSIONAL",1,3203600,3844320,23,1:23,4.347826086956522
Pemerintah Kab. Simeulue,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SIMEULUE | SEKRETARIAT DAERAH KABUPATEN SIMEULUE | ASISTEN ADMINISTRASI UMUM | BAGIAN ORGANISASI,1,3203600,3844320,20,1:20,5.0
Pemerintah Kab. Sintang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SINTANG | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN PERENCANAAN DAN KEUANGAN,1,2787700,4575200,17,1:17,5.88235294117647
Pemerintah Kab. Sintang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SINTANG | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | BIDANG PENGELOLAAN INFORMASI ADMINISTRASI KEPENDUDUKAN,1,2787700,4575200,39,1:39,2.564102564102564
Pemerintah Kab. Sintang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SINTANG | RUMAH SAKIT JIWA SUDIYANTO | SUB BAGIAN PROGRAM DAN KEUANGAN,1,2787700,4575200,36,1:36,2.777777777777778
Pemerintah Kab. Sorong,CPNS,ORANG ASLI PAPUA (OAP),PENGAWAS JARINGAN UTILITAS,PEMERINTAH DAERAH KABUPATEN SORONG | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | BIDANG BINA KONSTRUKSI | SEKSI BINA PENYELENGGARAAN DAN KELEMBAGAAN JASA KONSTRUKSI,1,2785700,4575200,3,1:3,33.33333333333333
Pemerintah Kab. Sorong,CPNS,ORANG ASLI PAPUA (OAP),PENGAWAS JARINGAN UTILITAS,PEMERINTAH DAERAH KABUPATEN SORONG | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | BIDANG BINA KONSTRUKSI | SEKSI KOMPETENSI DAN PRODUKTIFITAS KONSTRUKSI,1,2785700,4575200,4,1:4,25.0
Pemerintah Kab. Sorong,CPNS,ORANG ASLI PAPUA (OAP),PENGAWAS JARINGAN UTILITAS,PEMERINTAH DAERAH KABUPATEN SORONG | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | BIDANG BINA KONSTRUKSI | SEKSI INVESTASI INFRASTRUKTUR,1,2785700,4575200,1,1:1,100.0
Pemerintah Kab. Sorong,CPNS,ORANG ASLI PAPUA (OAP),PENGAWAS JARINGAN UTILITAS,PEMERINTAH DAERAH KABUPATEN SORONG | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | BIDANG TATA RUANG | SEKSI PEMANFAATAN TATA RUANG,1,2785700,4575200,1,1:1,100.0
Pemerintah Kab. Sorong Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SORONG SELATAN | SEKRETARIAT DPRD,2,3483500,4483500,0,,0.0
Pemerintah Kab. Sorong Selatan,CPNS,UMUM (NON OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SORONG SELATAN | SEKRETARIAT DPRD,1,3483500,4483500,1,1:1,100.0
Pemerintah Kab. Sorong Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SORONG SELATAN | DINAS ADMINISTRASI KEPENDUDUKAN DAN PENCATATAN SIPIL,3,3483500,4483500,2,1:1,150.0
Pemerintah Kab. Sorong Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SORONG SELATAN | DINAS KESEHATAN,3,3483500,4483500,1,1:0,300.0
Pemerintah Kab. Sorong Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SORONG SELATAN | DINAS KELAUTAN DAN PERIKANAN,3,3483500,4483500,1,1:0,300.0
Pemerintah Kab. Sorong Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SORONG SELATAN | DINAS PERHUBUNGAN,3,3483500,4483500,0,,0.0
Pemerintah Kab. Sorong Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SORONG SELATAN | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,3,3483500,4483500,0,,0.0
Pemerintah Kab. Sorong Selatan,CPNS,ORANG ASLI PAPUA (OAP),PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SORONG SELATAN | BADAN LAYANAN UMUM DAERAH RSUD SCHOLOO KEYEN,3,3483500,4483500,1,1:0,300.0
Pemerintah Kab. Subang,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kabupaten Subang | Dinas Komunikasi dan Informatika | Bidang Teknologi Informasi dan Komunikasi dan Persandian Diskominfo,2,3200000,4000000,36,1:18,5.555555555555555
Pemerintah Kab. Subang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kabupaten Subang | Badan Kepegawaian dan Pengembangan SDM | Bidang Pengadaan, Pemberhentian dan informasi BKPSDM",1,3200000,4000000,76,1:76,1.31578947368421
Pemerintah Kab. Subang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Subang | Sekretariat Dewan Perwakilan Rakyat Daerah | Bagian Umum Sekretariat DPRD,1,3200000,4000000,80,1:80,1.25
Pemerintah Kab. Subang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kabupaten Subang | Badan Pendapatan Daerah | Bidang Penagihan, Pengawasan dan Pemeriksaan Bapenda",1,3200000,4000000,3,1:3,33.33333333333333
Pemerintah Kab. Sukabumi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUKABUMI                                          | DINAS PERTANIAN | SEKRETARIAT,1,2182820,3847317,9,1:9,11.11111111111111
Pemerintah Kab. Sukabumi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUKABUMI                                          | DINAS LINGKUNGAN HIDUP | SEKRETARIAT | Sub Bagian Umum dan Kepegawaian,1,2182820,3847317,21,1:21,4.761904761904762
Pemerintah Kab. Sukabumi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUKABUMI                                          | DINAS KESEHATAN | UPTD RSUD SEKARWANGI | WAKIL DIREKTUR ADMINISTRASI UMUM DAN KEUANGAN | BAGIAN PENGEMBANGAN EVALUASI DAN SIMRS,1,2182820,3847317,21,1:21,4.761904761904762
Pemerintah Kab. Sumba Barat,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,"PEMERINTAH KABUPATEN SUMBA BARAT | DINAS KOMUNIKASI DAN INFORMATIKA, PERSANDIAN DAN STATISTIK | BIDANG LAYANAN PEMERINTAH BERBASIS ELEKTRONIK (E-GOV)",1,2785700,4575200,0,,0.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA BARAT | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN PROTOKOL DAN KOMUNIKASI PIMPINAN SETDA KABUPATEN SUMBA BARAT,1,2785700,4575200,1,1:1,100.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA BARAT | SEKRETARIAT DPRD | BAGIAN PERSIDANGAN DAN PERUNDANG-UNDANGAN,1,2785700,4575200,0,,0.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA BARAT | BADAN KEUANGAN DAN ASET DAERAH | BIDANG ANGGARAN,1,2785700,4575200,1,1:1,100.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA BARAT | BADAN KESATUAN BANGSA DAN POLITIK | SEKRETARIAT BADAN KESATUAN BANGSA DAN POLITIK,1,2785700,4575200,0,,0.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA BARAT | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN ORGANISASI SETDA KABUPATEN SUMBA BARAT,1,2785700,4575200,0,,0.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN SUMBA BARAT | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGADAAN, PEMBERHENTIAN, INFORMASI DAN FASILITASI PROFESI ASN",1,2785700,4575200,0,,0.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN SUMBA BARAT | BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH | SEKRETARIAT BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH",2,2785700,4575200,7,1:4,28.57142857142857
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN SUMBA BARAT | DINAS KOMUNIKASI DAN INFORMATIKA, PERSANDIAN DAN STATISTIK | BIDANG LAYANAN PEMERINTAH BERBASIS ELEKTRONIK (E-GOV)",1,2785700,4575200,2,1:2,50.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA BARAT | BADAN KEUANGAN DAN ASET DAERAH | BIDANG PERBENDAHARAAN,1,2785700,4575200,0,,0.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA BARAT | BADAN PENDAPATAN DAERAH | SEKRETARIAT BADAN PENDAPATAN DAERAH,2,2785700,4575200,5,1:2,40.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA BARAT | DINAS SOSIAL | BIDANG PERLINDUNGAN DAN JAMINAN SOSIAL,1,2785700,4575200,2,1:2,50.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA BARAT | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG MUTASI DAN PROMOSI,1,2785700,4575200,0,,0.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN SUMBA BARAT | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN, PENILAIAN DAN PENGHARGAAN ASN",1,2785700,4575200,0,,0.0
Pemerintah Kab. Sumba Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA BARAT | BADAN PENANGGULANGAN BENCANA DAERAH | SEKRETARIAT BADAN PENANGGULANGAN BENCANA DAERAH,1,2785700,4575200,0,,0.0
Pemerintah Kab. Sumba Barat Daya,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN SUMBA BARAT DAYA | BADAN PERENCANAAN PEMBANGUNAN, RISET DAN INOVASI DAERAH | BIDANG PEREKONOMIAN DAN PERDAGANGAN",2,3300000,5000000,46,1:23,4.347826086956522
Pemerintah Kab. Sumba Tengah,CPNS,UMUM,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA TENGAH | SEKRETARIAT DAERAH | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG KOMUNIKASI DAN INFORMATIKA,1,3000000,5000000,1,1:1,100.0
Pemerintah Kab. Sumba Tengah,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA TENGAH | SEKRETARIAT DAERAH | DINAS KOMUNIKASI DAN INFORMATIKA | SEKRETARIAT,1,3000000,5000000,1,1:1,100.0
Pemerintah Kab. Sumba Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA TIMUR | DINAS PERPUSTAKAAN DAN KEARSIPAN,1,2700000,4500000,9,1:9,11.11111111111111
Pemerintah Kab. Sumba Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA TIMUR | DINAS KESEHATAN,2,2700000,4500000,16,1:8,12.5
Pemerintah Kab. Sumba Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA TIMUR | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,1,2700000,4500000,4,1:4,25.0
Pemerintah Kab. Sumba Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN SUMBA TIMUR | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,2,2700000,4500000,30,1:15,6.666666666666667
Pemerintah Kab. Sumbawa Barat,CPNS,UMUM,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,Pemerintah Kab. Sumbawa Barat | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN PROTOKOL DAN KOMUNIKASI PIMPINAN,2,2400000,6000000,20,1:10,10.0
Pemerintah Kab. Sumbawa Barat,CPNS,UMUM,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,Pemerintah Kab. Sumbawa Barat | SATUAN POLISI PAMONG PRAJA | BIDANG PENEGAKAN PERATURAN PERUNDANG-UNDANGAN DAERAH | SEKSI PENGAWASAN,2,2400000,6000000,5,1:2,40.0
Pemerintah Kab. Sumbawa Barat,CPNS,UMUM,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,Pemerintah Kab. Sumbawa Barat | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG KOMUNIKASI DAN INFORMATIKA,4,2400000,6000000,128,1:32,3.125
Pemerintah Kab. Sumbawa Barat,CPNS,UMUM,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,Pemerintah Kab. Sumbawa Barat | SATUAN POLISI PAMONG PRAJA | SEKRETARIAT | SUBBAGIAN UMUM DAN KEPEGAWAIAN,1,2400000,6000000,3,1:3,33.33333333333333
Pemerintah Kab. Sumbawa Barat,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Sumbawa Barat | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN DAN INFORMASI KEPEGAWAIAN,1,3000000,6000000,16,1:16,6.25
Pemerintah Kab. Tabalong,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tabalong | Badan Pengelolaan Keuangan dan Aset Daerah | Sekretariat,1,3200000,8000000,22,1:22,4.545454545454546
Pemerintah Kab. Tabalong,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tabalong | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Bidang Mutasi dan Penilaian Kinerja Aparatur,1,3200000,8000000,18,1:18,5.555555555555555
Pemerintah Kab. Tabalong,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tabalong | Dinas Komunikasi dan Informatika | Bidang Statistik dan Persandian,1,3200000,8000000,19,1:19,5.263157894736842
Pemerintah Kab. Tabalong,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tabalong | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Sekretariat | Subbagian Umum dan Kepegawaian,1,3200000,8000000,33,1:33,3.03030303030303
Pemerintah Kab. Tana Tidung,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,PEMERINTAH KABUPATEN TANA TIDUNG | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG TEKNOLOGI INFORMATIKA,1,2000000,8000000,18,1:18,5.555555555555555
Pemerintah Kab. Tana Tidung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN TANA TIDUNG | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI PEMBANGUNAN DAN UMUM | BAGIAN ORGANISASI,1,2000000,8000000,24,1:24,4.166666666666666
Pemerintah Kab. Tanah Bumbu,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANAH BUMBU | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN,1,2900000,4800000,13,1:13,7.692307692307693
Pemerintah Kab. Tangerang,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANGERANG | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG INFORMASI DAN KOMUNIKASI PUBLIK,1,2857700,10912725,3,1:3,33.33333333333333
Pemerintah Kab. Tangerang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANGERANG | DINAS KESEHATAN | UNIT PELAKSANA TEKNIS DAERAH | UPTD RUMAH SAKIT UMUM DAERAH TIGARAKSA | BAGIAN ADMINISTRASI UMUM DAN KEUANGAN UPTD RUMAH SAKIT UMUM DAERAH TIGARAKSA | SUBBAGIAN UMUM DAN KEPEGAWAIAN,2,2857700,10912725,82,1:41,2.439024390243902
Pemerintah Kab. Tangerang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANGERANG | BADAN PERENCANAAN PEMBANGUNAN DAERAH | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN BAPPEDA,1,2857700,10912725,21,1:21,4.761904761904762
Pemerintah Kab. Tangerang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANGERANG | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG PENGELOLAAN APLIKASI INFORMATIKA,1,2857700,10912725,46,1:46,2.173913043478261
Pemerintah Kab. Tangerang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KAB. TANGERANG | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGADAAN, PEMBERHENTIAN, DAN INFORMASI KEPEGAWAIAN",1,2857700,10912725,44,1:44,2.272727272727273
Pemerintah Kab. Tangerang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANGERANG | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG INFORMASI DAN KOMUNIKASI PUBLIK,1,2857700,10912725,62,1:62,1.612903225806452
